,0,1,2,3,4,5,6,7,8
59,3.0,4.0,4.0,0.75,1.0,1.0,0.7499054538911499,1.0000868010262498,0.9999597248265487
60,4.0,0.0,0.0,1.0,0.0,0.0,0.9998947225973474,-0.0001774309209466683,0.000250231095846465
61,4.0,0.0,1.0,1.0,0.0,0.25,0.9998768594969377,-9.879960073829875e-05,0.2502363554702811
62,4.0,0.0,2.0,1.0,0.0,0.5,0.9998577007419507,-1.5493928959557626e-05,0.5002229733771205
63,4.0,0.0,3.0,1.0,0.0,0.75,0.9998348072279054,8.104692510864223e-05,0.7502414508925346
64,4.0,0.0,4.0,1.0,0.0,1.0,0.9998054049157751,0.00019323428022673778,1.0002474344606183
65,4.0,1.0,0.0,1.0,0.25,0.0,0.9999424388679597,0.2498200823942943,0.00015821910157890425
66,4.0,1.0,2.0,1.0,0.25,0.5,0.999886527565136,0.24998167416198003,0.5001611748884397
67,4.0,1.0,4.0,1.0,0.25,1.0,0.999878544628222,0.25017087094596546,1.00017823572131
68,4.0,2.0,0.0,1.0,0.5,0.0,0.999976256601651,0.4998068180132816,9.388792092094519e-05
69,4.0,2.0,1.0,1.0,0.5,0.25,0.9999536434442817,0.49989442958038843,0.25009748626206996
70,4.0,2.0,2.0,1.0,0.5,0.5,0.9999227830265455,0.4999891850078408,0.5000864957651004
71,4.0,2.0,3.0,1.0,0.5,0.75,0.9999367366205616,0.500060728160245,0.7500884220496236
72,4.0,2.0,4.0,1.0,0.5,1.0,0.9999426373230154,0.5001409611712018,1.000107577280344
73,4.0,3.0,0.0,1.0,0.75,0.0,1.0000062724759193,0.7497949611846122,1.2785138364151625e-05
74,4.0,3.0,2.0,1.0,0.75,0.5,0.9999494793795654,0.7499956323396111,0.5000025320391941
75,4.0,3.0,4.0,1.0,0.75,1.0,0.999965390764015,0.7501260410322584,1.0000133902109831
76,4.0,4.0,0.0,1.0,1.0,0.0,1.0000873721381787,0.999785109216768,-7.32720989085025e-05
77,4.0,4.0,1.0,1.0,1.0,0.25,1.0000575016356592,0.9998976417907054,0.24991969038589004
78,4.0,4.0,2.0,1.0,1.0,0.5,0.9999915565838678,1.000003409162284,0.4999017593822388
79,4.0,4.0,3.0,1.0,1.0,0.75,0.9999893091380175,1.000064375525053,0.7499143226178939
80,4.0,4.0,4.0,1.0,1.0,1.0,0.9999822901749881,1.0001155626097868,0.99992733637136
81,5.0,0.0,0.0,1.25,0.0,0.0,1.2499098566193165,-0.00023581240075980778,0.00025018473130950284
82,5.0,0.0,2.0,1.25,0.0,0.5,1.2498650448696984,-3.736165867912206e-05,0.5002559050167074
83,5.0,0.0,4.0,1.25,0.0,1.0,1.2498418995910252,0.00015756313600355122,1.0002614095026703
84,5.0,2.0,0.0,1.25,0.5,0.0,1.2499881805775306,0.4997416195994849,5.40295555531301e-05
85,5.0,2.0,2.0,1.25,0.5,0.5,1.249970624066705,0.4999438403902284,0.5000450230260233
86,5.0,2.0,4.0,1.25,0.5,1.0,1.2499461706988158,0.500183993907158,1.000022139198128
87,5.0,4.0,0.0,1.25,1.0,0.0,1.2500994498175517,0.9997225605338877,-0.00016805433316930793
88,5.0,4.0,2.0,1.25,1.0,0.5,1.2500505465553822,0.9999430749555058,0.4998188514239456
89,5.0,4.0,4.0,1.25,1.0,1.0,1.2500481203717824,1.0001987093144131,0.9997797105756338
90,6.0,0.0,0.0,1.5,0.0,0.0,1.4999368990234514,-0.00027291419303504766,0.00026975109604456606
91,6.0,0.0,1.0,1.5,0.0,0.25,1.4999295490923534,-0.0001859212202029008,0.2502548006391044
92,6.0,0.0,2.0,1.5,0.0,0.5,1.4998724381947102,-8.43173460901994e-05,0.5002333417995383
93,6.0,0.0,3.0,1.5,0.0,0.75,1.499864021280611,6.099767178231837e-05,0.7502380032171163
94,6.0,0.0,4.0,1.5,0.0,1.0,1.4998025018754186,0.00023768943585528152,1.000231558582701
95,6.0,1.0,0.0,1.5,0.25,0.0,1.4999993963442249,0.24968458804288904,0.00016190289822447525
96,6.0,1.0,2.0,1.5,0.25,0.5,1.499918765056275,0.2499358936149896,0.5001235388896341
97,6.0,1.0,4.0,1.5,0.25,1.0,1.4998623294621054,0.25020742498946863,1.000117436225012
98,6.0,2.0,0.0,1.5,0.5,0.0,1.5000865886851455,0.49964482735113247,4.466651331061749e-05
99,6.0,2.0,1.0,1.5,0.5,0.25,1.5000362164343617,0.4997974607725889,0.25002172301228587
100,6.0,2.0,2.0,1.5,0.5,0.5,1.4999761754561907,0.4999524139013853,0.4999992581079272
101,6.0,2.0,3.0,1.5,0.5,0.75,1.4999587270357584,0.5000766554674676,0.7500053674469792
102,6.0,2.0,4.0,1.5,0.5,1.0,1.4999207617920993,0.5001894055726763,1.0000287338026972
103,6.0,3.0,0.0,1.5,0.75,0.0,1.5001169572145965,0.749634011151325,-9.292785462297696e-05
104,6.0,3.0,2.0,1.5,0.75,0.5,1.5000393785292305,0.7499755863557498,0.4998536734785348
105,6.0,3.0,4.0,1.5,0.75,1.0,1.4999689909805887,0.7501940377513441,0.9998834463976304
106,6.0,4.0,0.0,1.5,1.0,0.0,1.5002354846722514,0.9996158857868532,-0.0001937219892196159
107,6.0,4.0,1.0,1.5,1.0,0.25,1.5001840086679894,0.9997805438502979,0.2497432940366196
108,6.0,4.0,2.0,1.5,1.0,0.5,1.5000932190255365,1.0000016112783598,0.4996753358625696
109,6.0,4.0,3.0,1.5,1.0,0.75,1.5000897108245235,1.0000930766815286,0.7497125995582137
110,6.0,4.0,4.0,1.5,1.0,1.0,1.5000335583194677,1.0001977216177467,0.9997474178896574
111,7.0,0.0,0.0,1.75,0.0,0.0,1.750045466245,-0.00039740964775952054,0.0003497818856028547
112,7.0,0.0,2.0,1.75,0.0,0.5,1.7498878212318423,-0.00012456754278995295,0.5003719235197198
113,7.0,0.0,4.0,1.75,0.0,1.0,1.7496891274106237,0.00021823898629708702,1.000398727090717
114,7.0,2.0,0.0,1.75,0.5,0.0,1.750165596388352,0.4995614632477091,8.550349553408402e-05
115,7.0,2.0,2.0,1.75,0.5,0.5,1.7500202817994583,0.499864612882511,0.5000663369727676
116,7.0,2.0,4.0,1.75,0.5,1.0,1.7498159553263366,0.5002474122604608,1.0000309414299489
117,7.0,4.0,0.0,1.75,1.0,0.0,1.7503292352256852,0.9995437363224698,-0.0002966507090485266
118,7.0,4.0,2.0,1.75,1.0,0.5,1.7501619944338602,0.9998537697848756,0.49970921657228684
119,7.0,4.0,4.0,1.75,1.0,1.0,1.7499668721249015,1.000286945449302,0.9996353209544608
120,8.0,0.0,0.0,2.0,0.0,0.0,2.00012662392836,-0.00047286134002216633,0.0005751978011335347
121,8.0,0.0,1.0,2.0,0.0,0.25,1.9999549254724682,-0.00033490679648410886,0.25061498005345234
122,8.0,0.0,2.0,2.0,0.0,0.5,1.999854152642896,-0.0001472257055512923,0.5006456003241305
123,8.0,0.0,3.0,2.0,0.0,0.75,1.9996507975176407,7.850611123659628e-05,0.7506160597938368
124,8.0,0.0,4.0,2.0,0.0,1.0,1.9994559775796639,0.0002724137544341406,1.000567443142728
125,8.0,1.0,0.0,2.0,0.25,0.0,2.000174155955787,0.24944052385247986,0.0004367341316473732
126,8.0,1.0,2.0,2.0,0.25,0.5,1.9999146860595733,0.24986673614212856,0.5004490001527317
127,8.0,1.0,4.0,2.0,0.25,1.0,1.9994854587670905,0.25027026743092445,1.0004173781059917
128,8.0,2.0,0.0,2.0,0.5,0.0,2.0002253245225803,0.4993705551326322,0.0002601106498232062
129,8.0,2.0,1.0,2.0,0.5,0.25,2.0000997036988752,0.4996300230024435,0.2502533746009045
130,8.0,2.0,2.0,2.0,0.5,0.5,1.9999939233577912,0.4998888897228746,0.5002653195393613
131,8.0,2.0,3.0,2.0,0.5,0.75,1.9997667113015196,0.5000762342612552,0.7502482290473218
132,8.0,2.0,4.0,2.0,0.5,1.0,1.9995583818248588,0.5002796542027782,1.0002304389182557
133,8.0,3.0,0.0,2.0,0.75,0.0,2.0002881842335607,0.749346346467381,7.389732138787593e-05
134,8.0,3.0,2.0,2.0,0.75,0.5,2.000076755145646,0.7499126919170642,0.5000226706186566
135,8.0,3.0,4.0,2.0,0.75,1.0,1.9996006998279494,0.7502833013695624,1.0000456985855526
136,8.0,4.0,0.0,2.0,1.0,0.0,2.0004045074485974,0.9993246009456014,-0.0001053839990113685
137,8.0,4.0,1.0,2.0,1.0,0.25,2.0002778683772444,0.9996210513656809,0.2498323289227966
138,8.0,4.0,2.0,2.0,1.0,0.5,2.00016138562715,0.999940842412967,0.49975953134861933
139,8.0,4.0,3.0,2.0,1.0,0.75,1.9998942792033767,1.000101369410279,0.7497872721325654
140,8.0,4.0,4.0,2.0,1.0,1.0,1.999652387056241,1.0002783690509407,0.9998159609245527
141,9.0,0.0,0.0,2.25,0.0,0.0,2.250158975353599,-0.0007621591050835902,0.0011093432003691107
142,9.0,0.0,2.0,2.25,0.0,0.5,2.2497731893357478,-0.0002141376762048912,0.5011914069743596
143,9.0,0.0,4.0,2.25,0.0,1.0,2.2494038511574317,0.000386751641813642,1.0012486086573968
144,9.0,2.0,0.0,2.25,0.5,0.0,2.2502935778434163,0.4991974806992975,0.0005882526791215379
145,9.0,2.0,2.0,2.25,0.5,0.5,2.2499553438698743,0.49975908463845503,0.5005856255779138
146,9.0,2.0,4.0,2.25,0.5,1.0,2.2496280178536194,0.5004291438585763,1.0006086795184257
147,9.0,4.0,0.0,2.25,1.0,0.0,2.250523435680249,0.9991776651680865,-5.4549812683870776e-05
148,9.0,4.0,2.0,2.25,1.0,0.5,2.2501692004648897,0.9997234201636734,0.4999929873557076
149,9.0,4.0,4.0,2.25,1.0,1.0,2.2498669685397283,1.000446480006933,0.9998882392133627
150,10.0,0.0,0.0,2.5,0.0,0.0,2.4999711234627813,-0.00106691275478278,0.0016637737034591032
151,10.0,0.0,1.0,2.5,0.0,0.25,2.4997792830661094,-0.0006938424454505414,0.25173198939289854
152,10.0,0.0,2.0,2.5,0.0,0.5,2.499771273471945,-0.0002415086870788342,0.5017890994152534
153,10.0,0.0,3.0,2.5,0.0,0.75,2.4996434491467943,0.000226171679947595,0.7517430104596715
154,10.0,0.0,4.0,2.5,0.0,1.0,2.4994695702945355,0.0007020865163888057,1.001643177906348
155,10.0,1.0,0.0,2.5,0.25,0.0,2.500122778197003,0.24890159786381597,0.0012919674513718156
156,10.0,1.0,2.0,2.5,0.25,0.5,2.4998909459943706,0.2497724716510383,0.5013508552436198
157,10.0,1.0,4.0,2.5,0.25,1.0,2.4995438847798077,0.25066276503390594,1.0012304466358268
158,10.0,2.0,0.0,2.5,0.5,0.0,2.5001337839581486,0.4988576976970356,0.000853944395574782
159,10.0,2.0,1.0,2.5,0.5,0.25,2.5001053722002093,0.49931483885288,0.25090712182751296
160,10.0,2.0,2.0,2.5,0.5,0.5,2.5000659800196336,0.49979600645166705,0.5009461890677006
161,10.0,2.0,3.0,2.5,0.5,0.75,2.4998622963188124,0.5001948422114753,0.7508828857943748
162,10.0,2.0,4.0,2.5,0.5,1.0,2.4996849432248673,0.5006269613216732,1.000830971494682
163,10.0,3.0,0.0,2.5,0.75,0.0,2.5002915785044286,0.7488176788466971,0.000508164117997411
164,10.0,3.0,2.0,2.5,0.75,0.5,2.5002137004501765,0.7498341392064165,0.5004700013367264
165,10.0,3.0,4.0,2.5,0.75,1.0,2.499820136763911,0.7505902027463185,1.0004727482983722
166,10.0,4.0,0.0,2.5,1.0,0.0,2.5004605099161843,0.9987803015545821,0.0001085383735946769
167,10.0,4.0,1.0,2.5,1.0,0.25,2.5004344831011895,0.9993259995461351,0.2500626404458124
168,10.0,4.0,2.0,2.5,1.0,0.5,2.5004086440446844,0.9998774571633369,0.5000035573821852
169,10.0,4.0,3.0,2.5,1.0,0.75,2.5001167163825797,1.0002090238319261,0.7500485951115411
170,10.0,4.0,4.0,2.5,1.0,1.0,2.4998934810873736,1.0005459542021078,1.000125529339415
171,11.0,0.0,0.0,2.75,0.0,0.0,2.74963993276303,-0.001604776256787049,0.0019251154080314704
172,11.0,0.0,2.0,2.75,0.0,0.5,2.7497093679886238,-0.00039144834653554665,0.502002904269133
173,11.0,0.0,4.0,2.75,0.0,1.0,2.74992150579351,0.0009788623125873343,1.0021656418913747
174,11.0,2.0,0.0,2.75,0.5,0.0,2.7499714507503006,0.4984127360284838,0.0007443545665032117
175,11.0,2.0,2.0,2.75,0.5,0.5,2.7500625337955094,0.49956499048213376,0.5007637207762998
176,11.0,2.0,4.0,2.75,0.5,1.0,2.7503242593732393,0.5009158302094888,1.0007702871115325
177,11.0,4.0,0.0,2.75,1.0,0.0,2.7503222459294205,0.9984504432298433,-0.000522003557682343
178,11.0,4.0,2.0,2.75,1.0,0.5,2.750443562929438,0.9995195562001418,0.4995878287521634
179,11.0,4.0,4.0,2.75,1.0,1.0,2.750833313286403,1.0008673661623881,0.9994445728833043
180,12.0,0.0,0.0,3.0,0.0,0.0,2.9992597052701444,-0.002200183369816756,0.0016518021136019104
181,12.0,0.0,1.0,3.0,0.0,0.25,2.9997235717872655,-0.001388537282733487,0.2517196674021273
182,12.0,0.0,2.0,3.0,0.0,0.5,2.9999590332423973,-0.0005170732558188772,0.5017583783894406
183,12.0,0.0,3.0,3.0,0.0,0.75,3.0005627272369426,0.0003089920691529324,0.7517313417145677
184,12.0,0.0,4.0,3.0,0.0,1.0,3.000843408253231,0.0012649342111613147,1.0016687947827505
185,12.0,1.0,0.0,3.0,0.25,0.0,2.999639844136419,0.24782959314646566,0.0008188556392566863
186,12.0,1.0,2.0,3.0,0.25,0.5,3.000190387270798,0.24948408664365537,0.5008790612908195
187,12.0,1.0,4.0,3.0,0.25,1.0,3.0010997016283034,0.25116614740956716,1.0007825261766816
188,12.0,2.0,0.0,3.0,0.5,0.0,2.999921882977816,0.4978096972779852,2.5183208190289843e-05
189,12.0,2.0,1.0,3.0,0.5,0.25,3.0003610410420984,0.4986370664741685,0.25004106227798856
190,12.0,2.0,2.0,3.0,0.5,0.5,3.000487749134424,0.49950366445033373,0.500021863636984
191,12.0,2.0,3.0,3.0,0.5,0.75,3.001080722267389,0.5002802987977382,0.7499968836926989
192,12.0,2.0,4.0,3.0,0.5,1.0,3.001392631347778,0.5010756533381542,0.9999962519406694
193,12.0,3.0,0.0,3.0,0.75,0.0,3.000080404922138,0.747749907445545,-0.0006927140313181375
194,12.0,3.0,2.0,3.0,0.75,0.5,3.0008003045962974,0.7495507979256247,0.4991088497437845
195,12.0,3.0,4.0,3.0,0.75,1.0,3.0016983167556597,0.7510338787062966,0.999280312619733
196,12.0,4.0,0.0,3.0,1.0,0.0,3.000507809545674,0.9977086135869531,-0.0013884648177615823
197,12.0,4.0,1.0,3.0,1.0,0.25,3.001008030995645,0.998624460086841,0.2484142542918428
198,12.0,4.0,2.0,3.0,1.0,0.5,3.001116438463448,0.9995928027466452,0.49816290830602594
199,12.0,4.0,3.0,3.0,1.0,0.75,3.001656459573652,1.0002787879391755,0.7483777056525273
200,12.0,4.0,4.0,3.0,1.0,1.0,3.0019658817854107,1.0009881086004757,0.9986191804160084
201,13.0,0.0,0.0,3.25,0.0,0.0,3.2490701987077557,-0.0029443721915663333,0.00038393988544548654
202,13.0,0.0,2.0,3.25,0.0,0.5,3.250139688632017,-0.0009545206872963415,0.5003694497484128
203,13.0,0.0,4.0,3.25,0.0,1.0,3.2513166796455115,0.001168386702717725,1.0004735075906679
204,13.0,2.0,0.0,3.25,0.5,0.0,3.249655924575568,0.4970517242709203,-0.0015839974393900206
205,13.0,2.0,2.0,3.25,0.5,0.5,3.2507495289604837,0.49899434096818224,0.49838950679272553
206,13.0,2.0,4.0,3.25,0.5,1.0,3.251882073696145,0.5011170658577916,0.9983155102463072
207,13.0,4.0,0.0,3.25,1.0,0.0,3.2501924149051487,0.9970720956134975,-0.003796243629747295
208,13.0,4.0,2.0,3.25,1.0,0.5,3.2512685234354324,0.9989660586749616,0.4964812845498657
209,13.0,4.0,4.0,3.25,1.0,1.0,3.2524961934646948,1.0011097807416987,0.9961523407012332
210,14.0,0.0,0.0,3.5,0.0,0.0,3.4994035676063913,-0.0034766597421295835,-0.0011202872321247543
211,14.0,0.0,1.0,3.5,0.0,0.25,3.5002009336606887,-0.0023757822592558805,0.24889354701818184
212,14.0,0.0,2.0,3.5,0.0,0.5,3.5004651255806913,-0.0012134651277524173,0.49891119822048124
213,14.0,0.0,3.0,3.5,0.0,0.75,3.5012839766370414,-5.307295792227838e-05,0.7487727876380081
214,14.0,0.0,4.0,3.5,0.0,1.0,3.501640032118976,0.0010981600984620056,0.9986549494427418
215,14.0,1.0,0.0,3.5,0.25,0.0,3.499798468214053,0.2464802568590433,-0.0022445156861919504
216,14.0,1.0,2.0,3.5,0.25,0.5,3.500723866637034,0.24881176775222497,0.49768565514625696
217,14.0,1.0,4.0,3.5,0.25,1.0,3.5019300601274947,0.2510920144054325,0.9975962823576531
218,14.0,2.0,0.0,3.5,0.5,0.0,3.5002014644102903,0.49644520201333886,-0.0034259187273177763
219,14.0,2.0,1.0,3.5,0.5,0.25,3.5008104186114117,0.4976285137929327,0.24650121789987323
220,14.0,2.0,2.0,3.5,0.5,0.5,3.5010039143673692,0.49883602193786725,0.4964504490671926
221,14.0,2.0,3.0,3.5,0.5,0.75,3.5018339281134403,0.49997147763265176,0.7464801505485268
222,14.0,2.0,4.0,3.5,0.5,1.0,3.5022645855578833,0.5010883172633132,0.9965332393331434
223,14.0,3.0,0.0,3.5,0.75,0.0,3.5003468684208494,0.7463480857012785,-0.00434846149606141
224,14.0,3.0,2.0,3.5,0.75,0.5,3.5013413300683474,0.7488813019182091,0.4950889851539453
225,14.0,3.0,4.0,3.5,0.75,1.0,3.502569400483663,0.7511487660459053,0.9953942756405626
226,14.0,4.0,0.0,3.5,1.0,0.0,3.5007341268222425,0.9962395034114019,-0.00527381954691331
227,14.0,4.0,1.0,3.5,1.0,0.25,3.5014293045229503,0.997566128239807,0.24421043147173488
228,14.0,4.0,2.0,3.5,1.0,0.5,3.5016212434614915,0.9989374208278795,0.4936905408368689
229,14.0,4.0,3.0,3.5,1.0,0.75,3.5025408123732173,1.0000077026044651,0.7439161168004472
230,14.0,4.0,4.0,3.5,1.0,1.0,3.502937781383965,1.0012079354045282,0.9941624042410111
231,15.0,0.0,0.0,3.75,0.0,0.0,3.750090538200398,-0.003843227973044215,-0.0020754150239496554
232,15.0,0.0,2.0,3.75,0.0,0.5,3.7507022245052566,-0.0014695196290266555,0.497823588376149
233,15.0,0.0,4.0,3.75,0.0,1.0,3.7511094950730475,0.0009760453304689692,0.9979493377594768
234,15.0,2.0,0.0,3.75,0.5,0.0,3.750486381486903,0.49604557749522377,-0.004516778789348999
235,15.0,2.0,2.0,3.75,0.5,0.5,3.751158048502915,0.4985073696736227,0.4954350107614451
236,15.0,2.0,4.0,3.75,0.5,1.0,3.751546797574245,0.501046017906726,0.9953851186098501
237,15.0,4.0,0.0,3.75,1.0,0.0,3.7508985203949163,0.9960186575198533,-0.007487718597040912
238,15.0,4.0,2.0,3.75,1.0,0.5,3.7515043085816684,0.9984961655636924,0.49306386866324764
239,15.0,4.0,4.0,3.75,1.0,1.0,3.751907151043994,1.0011115906890216,0.9927745718140062
240,16.0,0.0,0.0,4.0,0.0,0.0,4.000797309359248,-0.003902882668358092,-0.002118765158743494
241,16.0,0.0,1.0,4.0,0.0,0.25,4.000593611042222,-0.0025791309393999235,0.24793385099018975
242,16.0,0.0,2.0,4.0,0.0,0.5,4.000559913474881,-0.0012982027196659133,0.4979876621933824
243,16.0,0.0,3.0,4.0,0.0,0.75,4.0002965287940055,2.665759766631474e-05,0.7478511803199911
244,16.0,0.0,4.0,4.0,0.0,1.0,4.000268362459502,0.0012773329381561933,0.9976967038916666
245,16.0,1.0,0.0,4.0,0.25,0.0,4.0008012669798205,0.24605195652096487,-0.0034200482844329834
246,16.0,1.0,2.0,4.0,0.25,0.5,4.000630816170604,0.24872560506435806,0.4966299167112706
247,16.0,1.0,4.0,4.0,0.25,1.0,4.000341405105958,0.2512797838465349,0.9965425204037267
248,16.0,2.0,0.0,4.0,0.5,0.0,4.000889786412263,0.4960299999317564,-0.004687763101869928
249,16.0,2.0,1.0,4.0,0.5,0.25,4.000723240081013,0.4973864459980537,0.2452444905970364
250,16.0,2.0,2.0,4.0,0.5,0.5,4.000698584418391,0.4987396432798198,0.49523131016255934
251,16.0,2.0,3.0,4.0,0.5,0.75,4.000436667676669,0.5000135316583634,0.7452968175942358
252,16.0,2.0,4.0,4.0,0.5,1.0,4.0004209457438575,0.5012858529739322,0.9953467977827316
253,16.0,3.0,0.0,4.0,0.75,0.0,4.000875840004883,0.7459499477584098,-0.005518517658038615
254,16.0,3.0,2.0,4.0,0.75,0.5,4.0008224252570885,0.748767866391324,0.4937292511928001
255,16.0,3.0,4.0,4.0,0.75,1.0,4.000525507282125,0.751309641254358,0.9940382404700145
256,16.0,4.0,0.0,4.0,1.0,0.0,4.000864662545359,0.9958739269577066,-0.00640194368398149
257,16.0,4.0,1.0,4.0,1.0,0.25,4.000808335664018,0.9973566271359545,0.2429061306670643
258,16.0,4.0,2.0,4.0,1.0,0.5,4.000867875628168,0.9987902091220744,0.4922099322732361
259,16.0,4.0,3.0,4.0,1.0,0.75,4.0006777552381765,1.0000743120648157,0.7424810935411884
260,16.0,4.0,4.0,4.0,1.0,1.0,4.000684429567412,1.0013329954003762,0.9927335965924093
